InvoiceNo,Customer ID,InvoiceDate,StockCode,Description,Category,Quantity,UnitPrice,Discount Applied Order,LineTotal
INV100093,111,07-12-2025,SKU017,Hair Dryer,Beauty & Personal Care,1,28.74,FALSE,28.74
INV100093,111,07-12-2025,SKU009,Running Shoes,Apparel,1,66.68,FALSE,66.68
INV100093,111,07-12-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,4,18.45,FALSE,73.8
INV100094,111,04-01-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,5,31.55,TRUE,157.75
INV100094,111,04-01-2026,SKU009,Running Shoes,Apparel,5,54.87,TRUE,274.35
INV100094,111,04-01-2026,SKU010,Winter Jacket,Apparel,1,71.33,TRUE,71.33
INV100094,111,04-01-2026,SKU019,Electric Toothbrush,Beauty & Personal Care,1,15.49,TRUE,15.49
INV100094,111,04-01-2026,SKU030,Sketchbook,Books & Stationery,2,8.44,TRUE,16.88
INV100095,111,19-01-2026,SKU017,Hair Dryer,Beauty & Personal Care,5,24.44,TRUE,122.2
INV100095,111,19-01-2026,SKU004,USB-C Charging Cable,Electronics,4,8.6,TRUE,34.4
INV100096,111,08-02-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,2,22.33,FALSE,44.66
INV100096,111,08-02-2026,SKU021,Yoga Mat,Sports & Outdoors,4,21.64,FALSE,86.56
INV100096,111,08-02-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,16.46,FALSE,82.3
INV100096,111,08-02-2026,SKU024,Cycling Helmet,Sports & Outdoors,3,28.53,FALSE,85.59
INV100096,111,08-02-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,1,58.29,FALSE,58.29
INV100097,111,12-02-2026,SKU001,Wireless Earbuds,Electronics,1,52.82,FALSE,52.82
INV100097,111,12-02-2026,SKU004,USB-C Charging Cable,Electronics,5,9.71,FALSE,48.55
INV100097,111,12-02-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,15.96,FALSE,79.8
INV100097,111,12-02-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,3,56.15,FALSE,168.45
INV100097,111,12-02-2026,SKU025,Water Bottle 1L,Sports & Outdoors,5,11.5,FALSE,57.5
INV100098,111,28-02-2026,SKU020,Makeup Kit,Beauty & Personal Care,5,39.02,FALSE,195.1
INV100098,111,28-02-2026,SKU024,Cycling Helmet,Sports & Outdoors,5,30.13,FALSE,150.65
INV100099,111,27-06-2026,SKU014,Memory Foam Pillow,Home & Kitchen,4,29.9,FALSE,119.6
INV100099,111,27-06-2026,SKU005,Laptop Sleeve,Electronics,4,19.16,FALSE,76.64
INV100099,111,27-06-2026,SKU025,Water Bottle 1L,Sports & Outdoors,3,12.27,FALSE,36.81
INV100099,111,27-06-2026,SKU020,Makeup Kit,Beauty & Personal Care,4,35.56,FALSE,142.24
INV100099,111,27-06-2026,SKU013,LED Desk Lamp,Home & Kitchen,2,18.24,FALSE,36.48
INV100100,111,26-07-2026,SKU001,Wireless Earbuds,Electronics,2,38.74,TRUE,77.48
INV100100,111,26-07-2026,SKU025,Water Bottle 1L,Sports & Outdoors,5,9.04,TRUE,45.2
INV100101,112,02-05-2026,SKU006,Men's Casual Shirt,Apparel,1,24.55,FALSE,24.55
INV100101,112,02-05-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,3,33.27,FALSE,99.81
INV100102,112,08-06-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,1,54.31,FALSE,54.31
INV100102,112,08-06-2026,SKU024,Cycling Helmet,Sports & Outdoors,3,31,FALSE,93
INV100102,112,08-06-2026,SKU017,Hair Dryer,Beauty & Personal Care,4,30.14,FALSE,120.56
INV100102,112,08-06-2026,SKU021,Yoga Mat,Sports & Outdoors,4,20.72,FALSE,82.88
INV100102,112,08-06-2026,SKU027,Notebook Set (3-pack),Books & Stationery,1,9.41,FALSE,9.41
INV100103,113,07-07-2025,SKU020,Makeup Kit,Beauty & Personal Care,2,38.77,FALSE,77.54
INV100103,113,07-07-2025,SKU014,Memory Foam Pillow,Home & Kitchen,1,31.88,FALSE,31.88
INV100104,113,11-07-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,1,32.73,FALSE,32.73
INV100104,113,11-07-2025,SKU028,Fountain Pen,Books & Stationery,2,17.08,FALSE,34.16
INV100104,113,11-07-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,1,69.8,FALSE,69.8
INV100105,113,08-09-2025,SKU020,Makeup Kit,Beauty & Personal Care,5,29.32,TRUE,146.6
INV100105,113,08-09-2025,SKU006,Men's Casual Shirt,Apparel,4,21.92,TRUE,87.68
INV100105,113,08-09-2025,SKU028,Fountain Pen,Books & Stationery,4,13.78,TRUE,55.12
INV100106,113,11-09-2025,SKU004,USB-C Charging Cable,Electronics,1,10.51,FALSE,10.51
INV100106,113,11-09-2025,SKU001,Wireless Earbuds,Electronics,3,52.54,FALSE,157.62
INV100106,113,11-09-2025,SKU005,Laptop Sleeve,Electronics,3,18.69,FALSE,56.07
INV100106,113,11-09-2025,SKU030,Sketchbook,Books & Stationery,3,10.37,FALSE,31.11
INV100106,113,11-09-2025,SKU007,Women's Summer Dress,Apparel,2,38.44,FALSE,76.88
INV100107,113,26-09-2025,SKU002,Bluetooth Speaker,Electronics,3,34.79,FALSE,104.37
INV100107,113,26-09-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,4,53.83,FALSE,215.32
INV100108,113,07-10-2025,SKU021,Yoga Mat,Sports & Outdoors,5,16.94,TRUE,84.7
INV100108,113,07-10-2025,SKU008,Denim Jeans,Apparel,1,35.19,TRUE,35.19
INV100108,113,07-10-2025,SKU024,Cycling Helmet,Sports & Outdoors,1,25.15,TRUE,25.15
INV100109,113,01-11-2025,SKU013,LED Desk Lamp,Home & Kitchen,2,16.95,FALSE,33.9
INV100110,113,07-12-2025,SKU003,Smartwatch,Electronics,5,137.79,FALSE,688.95
INV100110,113,07-12-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,2,24.74,FALSE,49.48
INV100110,113,07-12-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,33.27,FALSE,166.35
INV100110,113,07-12-2025,SKU027,Notebook Set (3-pack),Books & Stationery,5,8.59,FALSE,42.95
INV100110,113,07-12-2025,SKU024,Cycling Helmet,Sports & Outdoors,3,28.01,FALSE,84.03
INV100111,113,24-12-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,4,16.12,FALSE,64.48
INV100111,113,24-12-2025,SKU021,Yoga Mat,Sports & Outdoors,2,22.73,FALSE,45.46
INV100111,113,24-12-2025,SKU020,Makeup Kit,Beauty & Personal Care,5,34.19,FALSE,170.95
INV100111,113,24-12-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,3,23.36,FALSE,70.08
INV100112,113,14-02-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,3,20.54,TRUE,61.62
INV100113,113,17-02-2026,SKU029,Desk Organizer,Books & Stationery,1,14.44,FALSE,14.44
INV100114,113,28-02-2026,SKU009,Running Shoes,Apparel,3,56.37,TRUE,169.11
INV100114,113,28-02-2026,SKU001,Wireless Earbuds,Electronics,5,38.8,TRUE,194
INV100115,113,23-03-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,2,40.93,FALSE,81.86
INV100116,113,05-04-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,1,74.7,FALSE,74.7
INV100116,113,05-04-2026,SKU024,Cycling Helmet,Sports & Outdoors,3,31.01,FALSE,93.03
INV100116,113,05-04-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,3,15.26,FALSE,45.78
INV100116,113,05-04-2026,SKU026,Bestselling Novel,Books & Stationery,1,14.18,FALSE,14.18
INV100117,113,10-04-2026,SKU013,LED Desk Lamp,Home & Kitchen,1,16.84,FALSE,16.84
INV100117,113,10-04-2026,SKU008,Denim Jeans,Apparel,2,42.88,FALSE,85.76
INV100117,113,10-04-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,1,71.1,FALSE,71.1
INV100118,113,16-04-2026,SKU014,Memory Foam Pillow,Home & Kitchen,1,29.13,FALSE,29.13
INV100118,113,16-04-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,2,21.35,FALSE,42.7
INV100118,113,16-04-2026,SKU030,Sketchbook,Books & Stationery,2,9.76,FALSE,19.52
INV100119,113,30-04-2026,SKU028,Fountain Pen,Books & Stationery,3,18.05,FALSE,54.15
INV100119,113,30-04-2026,SKU013,LED Desk Lamp,Home & Kitchen,2,19.23,FALSE,38.46
INV100120,113,11-05-2026,SKU018,Perfume 50ml,Beauty & Personal Care,3,35.88,TRUE,107.64
INV100120,113,11-05-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,4,37.53,TRUE,150.12
INV100120,113,11-05-2026,SKU013,LED Desk Lamp,Home & Kitchen,5,16.8,TRUE,84
INV100120,113,11-05-2026,SKU014,Memory Foam Pillow,Home & Kitchen,4,26.76,TRUE,107.04
INV100121,113,16-06-2026,SKU029,Desk Organizer,Books & Stationery,1,13.81,TRUE,13.81
INV100122,113,18-07-2026,SKU029,Desk Organizer,Books & Stationery,3,14.2,FALSE,42.6
INV100122,113,18-07-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,5,39.98,FALSE,199.9
INV100123,114,27-01-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,4,40.56,FALSE,162.24
INV100123,114,27-01-2026,SKU028,Fountain Pen,Books & Stationery,5,16.61,FALSE,83.05
INV100123,114,27-01-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,4,74.17,FALSE,296.68
INV100123,114,27-01-2026,SKU013,LED Desk Lamp,Home & Kitchen,3,18.37,FALSE,55.11
INV100123,114,27-01-2026,SKU003,Smartwatch,Electronics,2,138.99,FALSE,277.98
INV100124,114,05-02-2026,SKU009,Running Shoes,Apparel,2,63.21,FALSE,126.42
INV100124,114,05-02-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,2,75.81,FALSE,151.62
INV100124,114,05-02-2026,SKU020,Makeup Kit,Beauty & Personal Care,3,36.76,FALSE,110.28
INV100124,114,05-02-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,2,40.34,FALSE,80.68
INV100124,114,05-02-2026,SKU027,Notebook Set (3-pack),Books & Stationery,4,8.73,FALSE,34.92
INV100125,114,11-04-2026,SKU018,Perfume 50ml,Beauty & Personal Care,1,40.2,FALSE,40.2
INV100125,114,11-04-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,2,21.76,FALSE,43.52
INV100125,114,11-04-2026,SKU027,Notebook Set (3-pack),Books & Stationery,3,8.83,FALSE,26.49
INV100125,114,11-04-2026,SKU020,Makeup Kit,Beauty & Personal Care,4,35.3,FALSE,141.2
INV100125,114,11-04-2026,SKU006,Men's Casual Shirt,Apparel,4,26.01,FALSE,104.04
INV100126,114,18-06-2026,SKU013,LED Desk Lamp,Home & Kitchen,2,18.93,FALSE,37.86
INV100126,114,18-06-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,5,55.85,FALSE,279.25
INV100126,114,18-06-2026,SKU019,Electric Toothbrush,Beauty & Personal Care,5,20.53,FALSE,102.65
INV100127,114,25-06-2026,SKU024,Cycling Helmet,Sports & Outdoors,4,28.49,FALSE,113.96
INV100127,114,25-06-2026,SKU021,Yoga Mat,Sports & Outdoors,5,23.48,FALSE,117.4
INV100127,114,25-06-2026,SKU028,Fountain Pen,Books & Stationery,5,15.64,FALSE,78.2
INV100127,114,25-06-2026,SKU019,Electric Toothbrush,Beauty & Personal Care,3,18.51,FALSE,55.53
INV100127,114,25-06-2026,SKU008,Denim Jeans,Apparel,5,45.44,FALSE,227.2
INV100128,114,23-07-2026,SKU025,Water Bottle 1L,Sports & Outdoors,1,12.46,FALSE,12.46
INV100128,114,23-07-2026,SKU014,Memory Foam Pillow,Home & Kitchen,1,29.97,FALSE,29.97
INV100128,114,23-07-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,5,39.77,FALSE,198.85
INV100128,114,23-07-2026,SKU021,Yoga Mat,Sports & Outdoors,3,23,FALSE,69
INV100129,115,01-03-2025,SKU014,Memory Foam Pillow,Home & Kitchen,5,28.49,FALSE,142.45
INV100129,115,01-03-2025,SKU008,Denim Jeans,Apparel,5,47.71,FALSE,238.55
INV100129,115,01-03-2025,SKU029,Desk Organizer,Books & Stationery,3,14.69,FALSE,44.07
INV100129,115,01-03-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,1,16.79,FALSE,16.79
INV100129,115,01-03-2025,SKU006,Men's Casual Shirt,Apparel,1,24.92,FALSE,24.92
INV100130,115,14-06-2025,SKU027,Notebook Set (3-pack),Books & Stationery,4,8.88,FALSE,35.52
INV100130,115,14-06-2025,SKU018,Perfume 50ml,Beauty & Personal Care,4,42.1,FALSE,168.4
INV100131,115,12-07-2025,SKU024,Cycling Helmet,Sports & Outdoors,2,22.97,TRUE,45.94
INV100132,115,25-08-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,2,50.8,FALSE,101.6
INV100132,115,25-08-2025,SKU006,Men's Casual Shirt,Apparel,5,24.84,FALSE,124.2
INV100132,115,25-08-2025,SKU020,Makeup Kit,Beauty & Personal Care,3,38.12,FALSE,114.36
INV100132,115,25-08-2025,SKU021,Yoga Mat,Sports & Outdoors,3,22.58,FALSE,67.74
INV100132,115,25-08-2025,SKU013,LED Desk Lamp,Home & Kitchen,1,17.64,FALSE,17.64
INV100133,115,25-04-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,13.03,TRUE,65.15
INV100133,115,25-04-2026,SKU027,Notebook Set (3-pack),Books & Stationery,3,7.23,TRUE,21.69
INV100133,115,25-04-2026,SKU009,Running Shoes,Apparel,3,54.11,TRUE,162.33
INV100133,115,25-04-2026,SKU003,Smartwatch,Electronics,1,103.83,TRUE,103.83
INV100134,115,12-06-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,2,59.16,FALSE,118.32
INV100134,115,12-06-2026,SKU014,Memory Foam Pillow,Home & Kitchen,5,27.98,FALSE,139.9
INV100134,115,12-06-2026,SKU029,Desk Organizer,Books & Stationery,3,15.88,FALSE,47.64
INV100135,115,14-07-2026,SKU028,Fountain Pen,Books & Stationery,4,16.8,FALSE,67.2
INV100135,115,14-07-2026,SKU026,Bestselling Novel,Books & Stationery,2,14.07,FALSE,28.14
INV100135,115,14-07-2026,SKU014,Memory Foam Pillow,Home & Kitchen,1,32.36,FALSE,32.36
INV100135,115,14-07-2026,SKU025,Water Bottle 1L,Sports & Outdoors,3,11.11,FALSE,33.33
INV100136,116,26-11-2024,SKU018,Perfume 50ml,Beauty & Personal Care,4,46.04,FALSE,184.16
INV100137,116,07-02-2025,SKU006,Men's Casual Shirt,Apparel,1,26.17,FALSE,26.17
INV100137,116,07-02-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,2,16.1,FALSE,32.2
INV100137,116,07-02-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,3,58.5,FALSE,175.5
INV100137,116,07-02-2025,SKU024,Cycling Helmet,Sports & Outdoors,2,29.94,FALSE,59.88
INV100137,116,07-02-2025,SKU028,Fountain Pen,Books & Stationery,5,16.94,FALSE,84.7
INV100138,116,10-02-2025,SKU017,Hair Dryer,Beauty & Personal Care,5,27.37,FALSE,136.85
INV100138,116,10-02-2025,SKU029,Desk Organizer,Books & Stationery,2,14.73,FALSE,29.46
INV100138,116,10-02-2025,SKU014,Memory Foam Pillow,Home & Kitchen,1,27.96,FALSE,27.96
INV100139,116,12-04-2025,SKU025,Water Bottle 1L,Sports & Outdoors,4,11.89,FALSE,47.56
INV100140,116,13-07-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,5,18.5,FALSE,92.5
INV100141,116,20-07-2025,SKU028,Fountain Pen,Books & Stationery,1,16.19,FALSE,16.19
INV100141,116,20-07-2025,SKU002,Bluetooth Speaker,Electronics,2,33.42,FALSE,66.84
INV100141,116,20-07-2025,SKU003,Smartwatch,Electronics,5,130.32,FALSE,651.6
INV100141,116,20-07-2025,SKU027,Notebook Set (3-pack),Books & Stationery,4,9.68,FALSE,38.72
INV100142,116,23-07-2025,SKU014,Memory Foam Pillow,Home & Kitchen,2,27.83,FALSE,55.66
INV100142,116,23-07-2025,SKU029,Desk Organizer,Books & Stationery,2,13.94,FALSE,27.88
INV100142,116,23-07-2025,SKU010,Winter Jacket,Apparel,1,85.6,FALSE,85.6
INV100142,116,23-07-2025,SKU020,Makeup Kit,Beauty & Personal Care,1,39.43,FALSE,39.43
INV100142,116,23-07-2025,SKU008,Denim Jeans,Apparel,3,45.26,FALSE,135.78
INV100143,116,15-08-2025,SKU021,Yoga Mat,Sports & Outdoors,4,23.05,FALSE,92.2
INV100143,116,15-08-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,2,23.42,FALSE,46.84
INV100143,116,15-08-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,4,37.5,FALSE,150
INV100143,116,15-08-2025,SKU005,Laptop Sleeve,Electronics,5,19.5,FALSE,97.5
INV100144,116,22-08-2025,SKU009,Running Shoes,Apparel,3,64.34,FALSE,193.02
INV100145,116,31-08-2025,SKU018,Perfume 50ml,Beauty & Personal Care,5,42.15,FALSE,210.75
INV100145,116,31-08-2025,SKU017,Hair Dryer,Beauty & Personal Care,2,28.17,FALSE,56.34
INV100146,116,30-09-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,1,22.33,FALSE,22.33
INV100146,116,30-09-2025,SKU008,Denim Jeans,Apparel,1,46.23,FALSE,46.23
INV100146,116,30-09-2025,SKU030,Sketchbook,Books & Stationery,4,9.89,FALSE,39.56
INV100146,116,30-09-2025,SKU020,Makeup Kit,Beauty & Personal Care,5,38.3,FALSE,191.5
INV100147,116,16-11-2025,SKU001,Wireless Earbuds,Electronics,1,53.48,FALSE,53.48
INV100147,116,16-11-2025,SKU018,Perfume 50ml,Beauty & Personal Care,4,40.29,FALSE,161.16
INV100148,116,07-12-2025,SKU020,Makeup Kit,Beauty & Personal Care,3,37.11,FALSE,111.33
INV100149,116,12-01-2026,SKU017,Hair Dryer,Beauty & Personal Care,5,30.21,FALSE,151.05
INV100150,116,15-01-2026,SKU013,LED Desk Lamp,Home & Kitchen,3,17.93,FALSE,53.79
INV100150,116,15-01-2026,SKU020,Makeup Kit,Beauty & Personal Care,5,34.43,FALSE,172.15
INV100150,116,15-01-2026,SKU014,Memory Foam Pillow,Home & Kitchen,3,30.44,FALSE,91.32
INV100151,116,12-03-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,4,69.6,FALSE,278.4
INV100151,116,12-03-2026,SKU030,Sketchbook,Books & Stationery,4,10.76,FALSE,43.04
INV100152,116,15-03-2026,SKU017,Hair Dryer,Beauty & Personal Care,3,27.88,FALSE,83.64
INV100153,116,18-03-2026,SKU019,Electric Toothbrush,Beauty & Personal Care,1,21.02,FALSE,21.02
INV100153,116,18-03-2026,SKU025,Water Bottle 1L,Sports & Outdoors,4,12.53,FALSE,50.12
INV100153,116,18-03-2026,SKU006,Men's Casual Shirt,Apparel,4,24.7,FALSE,98.8
INV100153,116,18-03-2026,SKU014,Memory Foam Pillow,Home & Kitchen,3,31.7,FALSE,95.1
INV100153,116,18-03-2026,SKU005,Laptop Sleeve,Electronics,4,20.41,FALSE,81.64
INV100154,116,25-03-2026,SKU006,Men's Casual Shirt,Apparel,3,25.68,FALSE,77.04
INV100154,116,25-03-2026,SKU008,Denim Jeans,Apparel,4,48.31,FALSE,193.24
INV100155,116,10-04-2026,SKU014,Memory Foam Pillow,Home & Kitchen,3,31.49,FALSE,94.47
INV100155,116,10-04-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,3,75.06,FALSE,225.18
INV100155,116,10-04-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,1,39.73,FALSE,39.73
INV100155,116,10-04-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,4,21.94,FALSE,87.76
INV100156,116,14-04-2026,SKU003,Smartwatch,Electronics,2,123.72,FALSE,247.44
INV100156,116,14-04-2026,SKU026,Bestselling Novel,Books & Stationery,1,14.27,FALSE,14.27
INV100156,116,14-04-2026,SKU014,Memory Foam Pillow,Home & Kitchen,1,31.88,FALSE,31.88
INV100157,116,11-06-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,2,32.81,FALSE,65.62
INV100157,116,11-06-2026,SKU007,Women's Summer Dress,Apparel,1,37.78,FALSE,37.78
INV100157,116,11-06-2026,SKU002,Bluetooth Speaker,Electronics,5,33.3,FALSE,166.5
INV100157,116,11-06-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,2,23.1,FALSE,46.2
INV100158,116,16-06-2026,SKU008,Denim Jeans,Apparel,5,46.87,FALSE,234.35
INV100158,116,16-06-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,1,71.09,FALSE,71.09
INV100159,117,20-05-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,13.1,TRUE,65.5
INV100159,117,20-05-2025,SKU027,Notebook Set (3-pack),Books & Stationery,2,7.63,TRUE,15.26
INV100159,117,20-05-2025,SKU002,Bluetooth Speaker,Electronics,3,28.98,TRUE,86.94
INV100160,117,23-05-2025,SKU007,Women's Summer Dress,Apparel,2,34.56,TRUE,69.12
INV100160,117,23-05-2025,SKU030,Sketchbook,Books & Stationery,1,8.44,TRUE,8.44
INV100160,117,23-05-2025,SKU009,Running Shoes,Apparel,5,54.32,TRUE,271.6
INV100160,117,23-05-2025,SKU010,Winter Jacket,Apparel,2,81.84,TRUE,163.68
INV100160,117,23-05-2025,SKU021,Yoga Mat,Sports & Outdoors,1,19.18,TRUE,19.18
INV100161,117,07-06-2025,SKU002,Bluetooth Speaker,Electronics,4,37.78,FALSE,151.12
INV100161,117,07-06-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,3,42.48,FALSE,127.44
INV100161,117,07-06-2025,SKU006,Men's Casual Shirt,Apparel,4,26.62,FALSE,106.48
INV100161,117,07-06-2025,SKU004,USB-C Charging Cable,Electronics,3,9.93,FALSE,29.79
INV100161,117,07-06-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,4,21.45,FALSE,85.8
INV100162,117,17-06-2025,SKU002,Bluetooth Speaker,Electronics,3,34.47,FALSE,103.41
INV100162,117,17-06-2025,SKU001,Wireless Earbuds,Electronics,3,50.54,FALSE,151.62
INV100162,117,17-06-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,4,21.07,FALSE,84.28
INV100162,117,17-06-2025,SKU013,LED Desk Lamp,Home & Kitchen,3,16.86,FALSE,50.58
INV100163,117,02-08-2025,SKU026,Bestselling Novel,Books & Stationery,1,15.1,FALSE,15.1
INV100163,117,02-08-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,5,42.38,FALSE,211.9
INV100163,117,02-08-2025,SKU010,Winter Jacket,Apparel,1,87.32,FALSE,87.32
INV100163,117,02-08-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,5,19.68,FALSE,98.4
INV100164,117,08-09-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,4,22.42,FALSE,89.68
INV100164,117,08-09-2025,SKU007,Women's Summer Dress,Apparel,5,40.35,FALSE,201.75
INV100164,117,08-09-2025,SKU020,Makeup Kit,Beauty & Personal Care,4,35.04,FALSE,140.16
INV100164,117,08-09-2025,SKU021,Yoga Mat,Sports & Outdoors,2,20.92,FALSE,41.84
INV100165,117,17-09-2025,SKU003,Smartwatch,Electronics,4,136.94,FALSE,547.76
INV100165,117,17-09-2025,SKU030,Sketchbook,Books & Stationery,3,10.28,FALSE,30.84
INV100165,117,17-09-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,4,52.13,FALSE,208.52
INV100165,117,17-09-2025,SKU004,USB-C Charging Cable,Electronics,1,10.49,FALSE,10.49
INV100166,117,25-11-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,4,16.44,FALSE,65.76
INV100166,117,25-11-2025,SKU008,Denim Jeans,Apparel,1,47.25,FALSE,47.25
INV100166,117,25-11-2025,SKU003,Smartwatch,Electronics,3,125.34,FALSE,376.02
INV100166,117,25-11-2025,SKU030,Sketchbook,Books & Stationery,2,10.73,FALSE,21.46
INV100166,117,25-11-2025,SKU004,USB-C Charging Cable,Electronics,3,9.88,FALSE,29.64
INV100167,117,24-12-2025,SKU010,Winter Jacket,Apparel,3,77.23,TRUE,231.69
INV100167,117,24-12-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,3,47.65,TRUE,142.95
INV100168,117,09-04-2026,SKU003,Smartwatch,Electronics,2,118.23,TRUE,236.46
INV100168,117,09-04-2026,SKU027,Notebook Set (3-pack),Books & Stationery,5,7.22,TRUE,36.1
INV100169,117,31-05-2026,SKU029,Desk Organizer,Books & Stationery,3,14,FALSE,42
INV100170,118,04-09-2024,SKU026,Bestselling Novel,Books & Stationery,1,13.92,FALSE,13.92
INV100170,118,04-09-2024,SKU010,Winter Jacket,Apparel,1,85.46,FALSE,85.46
INV100171,118,26-09-2024,SKU013,LED Desk Lamp,Home & Kitchen,3,17.38,FALSE,52.14
INV100171,118,26-09-2024,SKU010,Winter Jacket,Apparel,1,95.86,FALSE,95.86
INV100172,118,21-11-2024,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,15.39,FALSE,76.95
INV100172,118,21-11-2024,SKU006,Men's Casual Shirt,Apparel,4,24.01,FALSE,96.04
INV100172,118,21-11-2024,SKU003,Smartwatch,Electronics,2,122.4,FALSE,244.8
INV100172,118,21-11-2024,SKU027,Notebook Set (3-pack),Books & Stationery,1,8.85,FALSE,8.85
INV100173,118,28-12-2024,SKU030,Sketchbook,Books & Stationery,2,10.54,FALSE,21.08
INV100173,118,28-12-2024,SKU009,Running Shoes,Apparel,4,60.16,FALSE,240.64
INV100173,118,28-12-2024,SKU018,Perfume 50ml,Beauty & Personal Care,2,40.66,FALSE,81.32
INV100173,118,28-12-2024,SKU025,Water Bottle 1L,Sports & Outdoors,4,12.53,FALSE,50.12
INV100173,118,28-12-2024,SKU004,USB-C Charging Cable,Electronics,4,9.53,FALSE,38.12
INV100174,118,09-02-2025,SKU007,Women's Summer Dress,Apparel,4,42.22,FALSE,168.88
INV100174,118,09-02-2025,SKU029,Desk Organizer,Books & Stationery,5,14.34,FALSE,71.7
INV100175,118,27-04-2025,SKU002,Bluetooth Speaker,Electronics,5,33.9,FALSE,169.5
INV100175,118,27-04-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,5,40.75,FALSE,203.75
INV100175,118,27-04-2025,SKU007,Women's Summer Dress,Apparel,3,37.61,FALSE,112.83
INV100176,118,21-06-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,4,17.11,FALSE,68.44
INV100176,118,21-06-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,1,39.61,FALSE,39.61
INV100176,118,21-06-2025,SKU008,Denim Jeans,Apparel,4,47.7,FALSE,190.8
INV100176,118,21-06-2025,SKU028,Fountain Pen,Books & Stationery,1,17.66,FALSE,17.66
INV100177,118,20-08-2025,SKU021,Yoga Mat,Sports & Outdoors,5,22.87,FALSE,114.35
INV100177,118,20-08-2025,SKU027,Notebook Set (3-pack),Books & Stationery,4,8.44,FALSE,33.76
INV100177,118,20-08-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,2,22.03,FALSE,44.06
INV100178,118,27-11-2025,SKU010,Winter Jacket,Apparel,4,91.18,FALSE,364.72
INV100178,118,27-11-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,3,22.6,FALSE,67.8
INV100179,118,25-12-2025,SKU020,Makeup Kit,Beauty & Personal Care,5,35.49,FALSE,177.45
